index,est,value,num_data,se,bias,variance,true_value
0,cavg,4.386979258064238,250,0.6068162584425604,0.35179360583292574,0.034544759132882255,5.165963377570252
0,cips,4.475396544955271,250,0.4768825503078872,0.0010584184849536235,0.43300807187320317,5.165963377570252
0,cdr,4.647806552271354,250,0.26848649560383264,0.0004169583095092399,0.24774238821871922,5.165963377570252
1,cavg,4.711333445297608,250,0.2066883753182286,0.35179360583292574,0.019180029228305362,5.165963377570252
1,cips,5.25282379259737,250,0.007544731698683215,0.0010584184849536235,0.014254869742815927,5.165963377570252
1,cdr,5.286627391797019,250,0.014559804329317425,0.0004169583095092399,0.019904574079999106,5.165963377570252
2,cavg,3.8439124741838095,250,1.7478185911449087,0.35179360583292574,0.5313374703808754,5.165963377570252
2,cips,4.207499121602598,250,0.9186537299676293,0.0010584184849536235,0.8573480533635228,5.165963377570252
2,cdr,4.774865070583284,250,0.1529578857280725,0.0004169583095092399,0.1374027356658877,5.165963377570252
3,cavg,3.903743252781415,250,1.5931996434219478,0.35179360583292574,0.44769241459119297,5.165963377570252
3,cips,5.069719523777692,250,0.009262879392843593,0.0010584184849536235,0.004059029032312649,5.165963377570252
3,cdr,4.955511470379496,250,0.04429000524022668,0.0004169583095092399,0.03611229410568624,5.165963377570252
4,cavg,4.869962971907875,250,0.08761624015229165,0.35179360583292574,0.08828119120068831,5.165963377570252
4,cips,4.663427545173486,250,0.2525422628427102,0.0010584184849536235,0.22090233890944688,5.165963377570252
4,cdr,4.706437547675519,250,0.21116398834044278,0.0004169583095092399,0.1928143188646881,5.165963377570252
5,cavg,4.7035095361569,250,0.21386355543796604,0.35179360583292574,0.017074145406303115,5.165963377570252
5,cips,5.412722964118335,250,0.06089029355338084,0.0010584184849536235,0.07800454116686603,5.165963377570252
5,cdr,5.03508189481706,250,0.017129962527674007,0.0004169583095092399,0.012201837033351702,5.165963377570252
6,cavg,5.05822431077697,250,0.011607706513487194,0.35179360583292574,0.23559650915294922,5.165963377570252
6,cips,5.440243471869286,250,0.07522957012868674,0.0010584184849536235,0.0941344860447126,5.165963377570252
6,cdr,5.484258937582163,250,0.10131206352329579,0.0004169583095092399,0.11472793051616244,5.165963377570252
7,cavg,4.315820708244117,250,0.7227425582089659,0.35179360583292574,0.06605966824985716,5.165963377570252
7,cips,5.478355089460153,250,0.09758858165750271,0.0010584184849536235,0.11897329431987165,5.165963377570252
7,cdr,4.9230644404777415,250,0.05899989364067139,0.0004169583095092399,0.04949707455073475,5.165963377570252
8,cavg,4.465244484308813,250,0.4910069673735362,0.35179360583292574,0.011577109770964296,5.165963377570252
8,cips,5.776529273823791,250,0.3727907136678876,0.0010584184849536235,0.4135766330742506,5.165963377570252
8,cdr,5.119920407828051,250,0.002119955062681248,0.0004169583095092399,0.000656559278759011,5.165963377570252
9,cavg,4.639366949329549,250,0.2773037982358658,0.35179360583292574,0.00442564036384756,5.165963377570252
9,cips,5.160010631831046,250,3.5435181835636645e-05,0.0010584184849536235,0.000706528214630326,5.165963377570252
9,cdr,4.805975988450591,250,0.12959092032519037,0.0004169583095092399,0.11530631258661644,5.165963377570252
10,cavg,4.234835039352023,250,0.8669999822330401,0.35179360583292574,0.11424834226234783,5.165963377570252
10,cips,5.059420858662308,250,0.01135130833524967,0.0010584184849536235,0.005477357940682702,5.165963377570252
10,cdr,5.279749823624671,250,0.012947355305695284,0.0004169583095092399,0.018011251265261038,5.165963377570252
11,cavg,4.408665027057217,250,0.5735007916897638,0.35179360583292574,0.02695390203875639,5.165963377570252
11,cips,4.8440890739396165,250,0.10360306733770655,0.0010584184849536235,0.08371819080319166,5.165963377570252
11,cdr,4.991013711239117,250,0.030607385749375455,0.0004169583095092399,0.023879554679048006,5.165963377570252
12,cavg,4.033325512295894,250,1.2828685338532544,0.35179360583292574,0.2910774608008705,5.165963377570252
12,cips,4.914189539321024,250,0.06339006562674857,0.0010584184849536235,0.048066394230154845,5.165963377570252
12,cdr,4.755846969887042,250,0.1681954678509811,0.0004169583095092399,0.15186363540506434,5.165963377570252
13,cavg,5.18300520465613,250,0.0002904238704249606,0.35179360583292574,0.3722997919295693,5.165963377570252
13,cips,6.095530089260699,250,0.8640942714829912,0.0010584184849536235,0.92563651754789,5.165963377570252
13,cdr,5.706038568838917,250,0.2916812122238848,0.0004169583095092399,0.31415436287608794,5.165963377570252
14,cavg,4.669982787981126,250,0.2459967452491773,0.35179360583292574,0.009436437066493804,5.165963377570252
14,cips,5.26562933121887,250,0.00993330231668842,0.0010584184849536235,0.017476654352146837,5.165963377570252
14,cdr,5.29032652420236,250,0.015466192240239198,0.0004169583095092399,0.02096203128118329,5.165963377570252
15,cavg,4.837181219472479,250,0.1080977074834293,0.35179360583292574,0.0698755069809275,5.165963377570252
15,cips,4.645284449854915,250,0.2711065457667929,0.0010584184849536235,0.23828611070375882,5.165963377570252
15,cdr,4.460870936385304,250,0.49715535061614896,0.0004169583095092399,0.4687769582900863,5.165963377570252
16,cavg,4.850758148612824,250,0.09935433636210451,0.35179360583292574,0.07723768427764112,5.165963377570252
16,cips,5.593889700462727,250,0.18312093782427458,0.0010584184849536235,0.2120231050205821,5.165963377570252
16,cdr,5.331970593022864,250,0.027558395582329864,0.0004169583095092399,0.034754941500180825,5.165963377570252
17,cavg,4.154043683374779,250,1.0239814675006602,0.35179360583292574,0.17539158001464147,5.165963377570252
17,cips,4.713156825127957,250,0.20503377393467712,0.0010584184849536235,0.17662956956474798,5.165963377570252
17,cdr,4.83269892419014,250,0.11106519588674478,0.0004169583095092399,0.09787192916912832,5.165963377570252
18,cavg,4.575422256125133,250,0.3487388161176586,0.35179360583292574,6.660494414165875e-06,5.165963377570252
18,cips,5.083716470357502,250,0.006764553746062684,0.0010584184849536235,0.0024714383472424135,5.165963377570252
18,cdr,4.80109459975637,250,0.1331292250233961,0.0004169583095092399,0.118645265695118,5.165963377570252
19,cavg,4.735930427181211,250,0.1849283384203034,0.35179360583292574,0.026598010317288003,5.165963377570252
19,cips,4.919783822962892,250,0.06060437310667802,0.0010584184849536235,0.045644703220651256,5.165963377570252
19,cdr,5.053745694153509,250,0.012592808471420355,0.0004169583095092399,0.008426896007182175,5.165963377570252
20,cavg,5.312917220202118,250,0.021595431864271354,0.35179360583292574,0.547712126759447,5.165963377570252
20,cips,5.587555200865912,250,0.1777396654697593,0.0010584184849536235,0.20622966775460802,5.165963377570252
20,cdr,5.413715871052859,250,0.06138129802684921,0.0004169583095092399,0.07191624867886551,5.165963377570252
21,cavg,4.915730397536139,250,0.06261654429675279,0.35179360583292574,0.11757282159465898,5.165963377570252
21,cips,5.0818840184001655,250,0.007069338638452422,0.0010584184849536235,0.002656991659109509,5.165963377570252
21,cdr,5.450952679950678,250,0.08121890247128187,0.0004169583095092399,0.0932745714094856,5.165963377570252
22,cavg,5.136413137280328,250,0.0008732167011922694,0.35179360583292574,0.31761303232615556,5.165963377570252
22,cips,5.503882857490316,250,0.11418957490944653,0.0010584184849536235,0.13723529489987416,5.165963377570252
22,cdr,5.326281210746456,250,0.025701807634313057,0.0004169583095092399,0.03266600422038894,5.165963377570252
23,cavg,4.475425911293789,250,0.4768419923315169,0.35179360583292574,0.00948978966668647,5.165963377570252
23,cips,5.1205039659868135,250,0.00206655810151247,0.0010584184849536235,0.00016708321795433118,5.165963377570252
23,cdr,4.813031921258564,250,0.12456061285428885,0.0004169583095092399,0.11056416316053125,5.165963377570252
24,cavg,4.49395083162473,250,0.45160086190818255,0.35179360583292574,0.006223731680290008,5.165963377570252
24,cips,5.275806856722966,250,0.012065589912372636,0.0010584184849536235,0.020271159828526012,5.165963377570252
24,cdr,4.9177840475896195,250,0.061592979829635686,0.0004169583095092399,0.051874514172205684,5.165963377570252
25,cavg,4.371925669239822,250,0.6304958822506413,0.35179360583292574,0.040367156084235224,5.165963377570252
25,cips,4.927251924417094,250,0.05698315786649235,0.0010584184849536235,0.04250941261075279,5.165963377570252
25,cdr,4.507386117735655,250,0.4337240071712459,0.0004169583095092399,0.4072452536423452,5.165963377570252
26,cavg,4.491869312333468,250,0.4544028087874538,0.35179360583292574,0.006556489144049046,5.165963377570252
26,cips,4.643560631574442,250,0.27290462902396234,0.0010584184849536235,0.23997203081400834,5.165963377570252
26,cdr,4.951576430367324,250,0.04596176313099097,0.0004169583095092399,0.03762334844852274,5.165963377570252
27,cavg,4.277763121588928,250,0.7888996947252903,0.35179360583292574,0.08707122742591074,5.165963377570252
27,cips,4.218891570015598,250,0.8969450086648405,0.0010584184849536235,0.836380600951777,5.165963377570252
27,cdr,4.778274540997418,250,0.15030263400319754,0.0004169583095092399,0.13488672369217444,5.165963377570252
28,cavg,4.336322108317929,250,0.6883046356466058,0.35179360583292574,0.05594140502380156,5.165963377570252
28,cips,5.4168706670977205,250,0.06295446793802087,0.0010584184849536235,0.08033859284885653,5.165963377570252
28,cdr,5.006911233489397,250,0.025297584536716985,0.0004169583095092399,0.019218994191001912,5.165963377570252
29,cavg,5.0354758322146225,250,0.017026999492937483,0.35179360583292574,0.2140305598043779,5.165963377570252
29,cips,4.991815208940366,250,0.03032758463714314,0.0010584184849536235,0.020054758497793954,5.165963377570252
29,cdr,5.039890795876565,250,0.015894295854911315,0.0004169583095092399,0.011162561619510328,5.165963377570252
30,cavg,4.309868741116358,250,0.7328980265651245,0.35179360583292574,0.06915465232656007,5.165963377570252
30,cips,4.995193262266221,250,0.029162432280952146,0.0010584184849536235,0.019109404884767166,5.165963377570252
30,cdr,4.997834040448388,250,0.028267474001037456,0.0004169583095092399,0.021818179133283575,5.165963377570252
31,cavg,4.821307002655691,250,0.11878801676924661,0.35179360583292574,0.061735124517645214,5.165963377570252
31,cips,5.595519167279247,250,0.18451817647251814,0.0010584184849536235,0.21352636767844022,5.165963377570252
31,cdr,5.989151152912415,250,0.6776381134727791,0.0004169583095092399,0.7116733312406625,5.165963377570252
32,cavg,4.814571969480111,250,0.12347592167957187,0.35179360583292574,0.05843363788109596,5.165963377570252
32,cips,5.401792652900412,250,0.05561544710274855,0.0010584184849536235,0.07201849556206252,5.165963377570252
32,cdr,5.4559682257942965,250,0.08410281199345108,0.0004169583095092399,0.09636331138048655,5.165963377570252
33,cavg,4.695054244327356,250,0.22175541177157523,0.35179360583292574,0.014935963979408261,5.165963377570252
33,cips,4.618932099562485,250,0.29924321911881047,0.0010584184849536235,0.26470812389059567,5.165963377570252
33,cdr,5.179881392744818,250,0.0001937111463994473,0.0004169583095092399,0.0011790688652532446,5.165963377570252
34,cavg,4.651366879459063,250,0.26480955586829874,0.35179360583292574,0.006166241068389844,5.165963377570252
34,cips,4.727231651007502,250,0.1924855278927318,0.0010584184849536235,0.1649971258326423,5.165963377570252
34,cdr,5.2230761097886695,250,0.003261864181452665,0.0004169583095092399,0.006011255876889352,5.165963377570252
35,cavg,4.470554244577777,250,0.48359386224934636,0.35179360583292574,0.010462675002639315,5.165963377570252
35,cips,4.84134580965048,250,0.1053765654021481,0.0010584184849536235,0.08531319374492315,5.165963377570252
35,cdr,4.954684696339196,250,0.044638681142734025,0.0004169583095092399,0.03642720528885154,5.165963377570252
36,cavg,4.9730228749609635,250,0.03722603754712487,0.35179360583292574,0.16014516267435955,5.165963377570252
36,cips,5.729494045035405,250,0.3175668131737204,0.0010584184849536235,0.35529230600451617,5.165963377570252
36,cdr,5.3789755598323845,250,0.04537418979207595,0.0004169583095092399,0.05449037691132583,5.165963377570252
37,cavg,4.66074098021433,250,0.2552496707900654,0.35179360583292574,0.007726325169407362,5.165963377570252
37,cips,5.4529626395358815,250,0.08236857636881598,0.0010584184849536235,0.1021010864041577,5.165963377570252
37,cdr,5.422930633771286,250,0.0660321707594879,0.0004169583095092399,0.07694344415729167,5.165963377570252
38,cavg,4.6404846523732886,250,0.27612789063462584,0.35179360583292574,0.004575601101600558,5.165963377570252
38,cips,5.687983514526221,250,0.27250502338752836,0.0010584184849536235,0.3075295634642139,5.165963377570252
38,cdr,5.280083664431445,250,0.013023439873281036,0.0004169583095092399,0.01810096959563591,5.165963377570252
39,cavg,4.549224086711426,250,0.3803673528890474,0.35179360583292574,0.0005577804512307723,5.165963377570252
39,cips,4.971225021878551,250,0.03792302717750748,0.0010584184849536235,0.026310465752434797,5.165963377570252
39,cdr,5.116370211512995,250,0.002459482119582629,0.0004169583095092399,0.0008510994633783176,5.165963377570252
40,cavg,4.375290783495094,250,0.6251631510215392,0.35179360583292574,0.039026270876444946,5.165963377570252
40,cips,4.525951181026924,250,0.40961561172421534,0.0010584184849536235,0.36903055604216434,5.165963377570252
40,cdr,4.739363184888972,250,0.1819877243957055,0.0004169583095092399,0.1649827087739443,5.165963377570252
41,cavg,4.877769744649273,250,0.08305557005619219,0.35179360583292574,0.09298125709838366,5.165963377570252
41,cips,5.2558472599872665,250,0.008079112318355688,0.0010584184849536235,0.01498597737304531,5.165963377570252
41,cdr,5.249137552365905,250,0.006917943352937863,0.0004169583095092399,0.010731661274619653,5.165963377570252
42,cavg,4.154568252446387,250,1.0229200991243192,0.35179360583292574,0.17495247846270934,5.165963377570252
42,cips,4.96046426719748,250,0.04222988436400069,0.0010584184849536235,0.02991715626710692,5.165963377570252
42,cdr,4.795796261110461,250,0.13702369410815618,0.0004169583095092399,0.1223233553235354,5.165963377570252
43,cavg,4.468360643627712,250,0.4866495744041067,0.35179360583292574,0.010916241565717938,5.165963377570252
43,cips,4.682346017819822,250,0.2338857506519769,0.0010584184849536235,0.20347678908346523,5.165963377570252
43,cdr,5.051153852267522,250,0.013181227100238283,0.0004169583095092399,0.008909466109566402,5.165963377570252
44,cavg,4.0631984234995295,250,1.2160905439266028,0.35179360583292574,0.2597360274625715,5.165963377570252
44,cips,4.73250771683155,250,0.18788380982642502,0.0010584184849536235,0.16073870389730588,5.165963377570252
44,cdr,4.798146453554036,250,0.13528928959275074,0.0004169583095092399,0.12068493058541999,5.165963377570252
45,cavg,4.7775618353919,250,0.15085575796652215,0.35179360583292574,0.04191043097218209,5.165963377570252
45,cips,5.695887063321911,250,0.2808191127206232,0.0010584184849536235,0.3163579105440808,5.165963377570252
45,cdr,5.887601688237143,250,0.5207618514221641,0.0004169583095092399,0.5506498790184086,5.165963377570252
46,cavg,4.9413880424915035,250,0.050434081125732166,0.35179360583292574,0.13582658143473844,5.165963377570252
46,cips,6.059936749734354,250,0.7991883901384562,0.0010584184849536235,0.8584146954711498,5.165963377570252
46,cdr,5.247159366916438,250,0.006592788685905877,0.0004169583095092399,0.010325719266364896,5.165963377570252
47,cavg,4.1267096990118,250,1.0800482083972736,0.35179360583292574,0.19903355062150965,5.165963377570252
47,cips,4.6019311581482745,250,0.31813234454608186,0.0010584184849536235,0.2824910543603003,5.165963377570252
47,cdr,5.017163095486419,250,0.02214152394822834,0.0004169583095092399,0.016481610564041342,5.165963377570252
48,cavg,4.556684638653473,250,0.3712205816960206,0.35179360583292574,0.0002610429650799741,5.165963377570252
48,cips,5.043812167473316,250,0.014920918128145793,0.0010584184849536235,0.008031361887596289,5.165963377570252
48,cdr,5.324513788228281,250,0.02513823271982974,0.0004169583095092399,0.032030249336075706,5.165963377570252
49,cavg,4.68946461531935,250,0.22705107042664147,0.35179360583292574,0.013600959713814639,5.165963377570252
49,cips,5.0777132145737305,250,0.007788091268912622,0.0010584184849536235,0.0031043638966024158,5.165963377570252
49,cdr,4.959230998219793,250,0.042738276671902165,0.0004169583095092399,0.03471246775911882,5.165963377570252
50,cavg,4.937329340054148,250,0.05227352311091546,0.35179360583292574,0.13285141269731005,5.165963377570252
50,cips,5.6407500883249835,250,0.22542242070929702,0.0010584184849536235,0.25737363816111103,5.165963377570252
